Vocabulario;Tuplas;Etiquetas;Repeticiones;rdf:Property;rdf:rest;rdf:first;rdf:value;rdf:Seq;rdf:List;rdf:subject;rdf:object;rdf:predicate;rdf:Statement;rdf:Bag;rdf:type;rdfs:label;rdfs:comment;rdfs:subClassOf;rdfs:seeAlso;rdfs:range;rdfs:subPropertyOf;rdfs:isDefinedBy;rdfs:domain;rdfs:Class;rdfs:Datatype;rdfs:Resource;rdfs:ContainerMembershipProperty;owl:sameAs;owl:Ontology;owl:Class;owl:DatatypeProperty;owl:ObjectProperty;owl:Thing;owl:versionInfo;owl:AnnotationProperty;owl:inverseOf;owl:equivalentClass;owl:onProperty;owl:Restriction;owl:FunctionalProperty;owl:SymmetricProperty;owl:disjointWith;owl:unionOf;owl:TransitiveProperty;owl:NamedIndividual;owl:allValuesFrom;owl:equivalentProperty;owl:cardinality;owl:someValuesFrom;owl:InverseFunctionalProperty;owl:maxCardinality;owl:hasValue;owl:minCardinality;owl:intersectionOf;owl:oneOf;owl:distinctMembers;owl:AllDifferent;owl:onClass;owl:deprecated;owl:differentFrom;owl:AsymmetricProperty;owl:qualifiedCardinality;owl:minQualifiedCardinality;owl:IrreflexiveProperty;owl:complementOf;owl:annotatedTarget;owl:DeprecatedProperty;owl:DeprecatedClass;owl:AllDisjointClasses;owl:members;owl:ReflexiveProperty;owl:onDatatype;owl:withRestrictions;owl:priorVersion;owl:DataRange;owl:disjointUnionOf;owl:hasSelf;owl:onDataRange;owl:propertyDisjointWith;owl:maxQualifiedCardinality;owl:propertyChainAxiom;
eupont;2375;28;3098;[0, 0, 0];[0, 55, 0];[0, 55, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 732, 0];[0, 717, 0];[0, 7, 0];[0, 708, 0];[0, 0, 0];[0, 26, 0];[0, 7, 0];[0, 1, 0];[0, 25, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 691];[0, 0, 4];[0, 0, 27];[0, 0, 3];[0, 1, 0];[0, 0, 0];[0, 2, 0];[0, 1, 0];[0, 7, 0];[0, 0, 7];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
event;114;19;121;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 34, 0];[0, 14, 0];[0, 10, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 6];[0, 0, 5];[0, 0, 17];[0, 0, 1];[0, 1, 0];[0, 0, 1];[0, 3, 0];[0, 2, 0];[0, 2, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 8, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
ex;54;9;53;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 10, 0];[0, 8, 0];[0, 18, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 6];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
exif;891;11;910;[0, 0, 160];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 164, 0];[0, 161, 3];[0, 230, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 187, 0];[0, 0, 0];[0, 1, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
fabio;2151;41;2654;[0, 0, 0];[0, 44, 0];[0, 44, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 538, 0];[1, 378, 0];[1, 366, 0];[0, 346, 0];[1, 7, 0];[0, 46, 0];[0, 80, 0];[0, 10, 0];[0, 44, 0];[0, 0, 0];[0, 0, 5];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 271];[0, 0, 67];[0, 0, 31];[1, 0, 0];[1, 1, 0];[0, 0, 12];[0, 6, 0];[0, 1, 0];[0, 92, 0];[0, 0, 92];[0, 0, 27];[0, 0, 0];[0, 7, 0];[0, 6, 0];[0, 0, 0];[0, 0, 15];[0, 22, 0];[0, 0, 0];[0, 0, 0];[0, 70, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 2, 0];[0, 0, 0];[0, 1, 0];[0, 1, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 6, 0];
faldo;235;31;276;[0, 0, 0];[0, 18, 0];[0, 18, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 43, 0];[0, 25, 0];[0, 28, 0];[0, 24, 0];[0, 4, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 22];[0, 0, 1];[0, 0, 9];[0, 0, 3];[0, 1, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 9, 0];[0, 0, 9];[0, 0, 0];[0, 0, 0];[0, 21, 0];[0, 3, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 3, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];
fel;173;10;154;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 55, 0];[0, 30, 0];[0, 0, 0];[0, 6, 0];[0, 1, 0];[0, 1, 0];[0, 0, 0];[0, 29, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 29];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
fiesta-iot;2881;39;3524;[0, 0, 0];[0, 6, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 680, 0];[1, 523, 0];[1, 527, 0];[0, 584, 0];[1, 117, 0];[0, 40, 0];[0, 1, 0];[1, 10, 0];[0, 49, 0];[0, 0, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 483];[0, 0, 11];[0, 0, 30];[0, 0, 0];[1, 1, 0];[0, 0, 26];[0, 5, 0];[1, 7, 0];[0, 127, 0];[0, 0, 127];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 3, 0];[0, 0, 0];[0, 102, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 22, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 15, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 3, 0];[0, 0, 0];
fog;991;14;1124;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 254, 0];[0, 131, 0];[0, 131, 0];[0, 0, 0];[0, 108, 0];[0, 1, 0];[0, 129, 0];[0, 119, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 1];[0, 0, 117];[0, 0, 13];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 114];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 4];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
foio;70;18;77;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 23, 0];[0, 6, 0];[0, 6, 0];[0, 2, 0];[0, 0, 0];[0, 3, 0];[0, 0, 0];[0, 6, 0];[0, 3, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 5];[0, 0, 1];[0, 0, 3];[0, 0, 0];[0, 1, 0];[0, 0, 10];[0, 3, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 1];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
fowl;870;23;1103;[0, 0, 0];[0, 54, 0];[0, 54, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 267, 0];[0, 0, 0];[0, 1, 0];[0, 102, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 12, 0];[0, 0, 1];[0, 0, 65];[0, 0, 0];[0, 0, 4];[0, 0, 12];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 152, 0];[0, 0, 152];[0, 0, 0];[0, 0, 0];[0, 38, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 89, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 59, 0];[0, 4, 0];[0, 24, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
fresnel;724;28;870;[0, 0, 10];[0, 59, 3];[0, 59, 3];[0, 0, 0];[0, 0, 0];[0, 0, 3];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 130, 0];[0, 54, 0];[0, 55, 0];[0, 64, 0];[0, 0, 0];[0, 28, 0];[0, 0, 0];[0, 48, 0];[0, 29, 0];[0, 0, 4];[0, 0, 0];[0, 0, 12];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 42];[0, 0, 10];[0, 0, 19];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 46, 0];[0, 0, 48];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 24, 0];[0, 0, 0];[0, 0, 0];[0, 41, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 30, 0];[0, 0, 0];[0, 40, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
game;176;12;203;[0, 0, 0];[0, 3, 0];[0, 3, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 38, 0];[0, 37, 0];[0, 34, 0];[0, 1, 0];[0, 0, 0];[0, 23, 0];[0, 6, 0];[0, 0, 0];[0, 23, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 11];[0, 0, 0];[0, 0, 23];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
geo;33;9;37;[0, 0, 5];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 7, 0];[0, 8, 0];[0, 9, 0];[0, 1, 0];[0, 0, 0];[0, 1, 0];[0, 1, 0];[0, 0, 0];[0, 3, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
geofla;394;22;412;[0, 0, 0];[0, 16, 0];[0, 16, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 120, 0];[0, 53, 0];[0, 44, 0];[0, 11, 0];[0, 0, 0];[0, 16, 0];[0, 0, 0];[0, 6, 0];[0, 16, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 27];[0, 0, 9];[0, 0, 8];[0, 0, 0];[0, 1, 0];[0, 0, 24];[0, 0, 0];[0, 5, 0];[0, 5, 0];[0, 0, 5];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 18];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
geom;490;34;571;[0, 0, 0];[1, 17, 3];[1, 17, 2];[0, 0, 0];[0, 0, 0];[1, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 130, 0];[0, 71, 0];[0, 68, 0];[0, 32, 0];[0, 0, 0];[0, 18, 0];[0, 3, 0];[0, 0, 0];[0, 17, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 46];[0, 0, 4];[0, 0, 16];[0, 0, 0];[0, 1, 0];[0, 0, 22];[0, 0, 0];[0, 10, 0];[0, 22, 0];[0, 0, 22];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 5];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 9, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 8, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];
gleif-L1;694;32;708;[0, 0, 0];[0, 38, 0];[0, 38, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 139, 0];[0, 61, 0];[0, 0, 0];[0, 49, 0];[0, 0, 0];[0, 14, 0];[0, 38, 0];[0, 60, 0];[0, 12, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 27];[0, 0, 14];[0, 0, 22];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 44, 0];[0, 0, 44];[0, 0, 3];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 13];[0, 0, 0];[0, 0, 0];[0, 3, 0];[0, 4, 0];[0, 0, 0];[0, 3, 0];[0, 0, 0];[0, 5, 0];[0, 6, 0];[0, 2, 0];[0, 2, 0];[0, 0, 2];[0, 22, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 17, 0];[0, 3, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 9, 0];[0, 0, 0];
gleif-L2;399;29;389;[0, 0, 0];[0, 37, 0];[0, 37, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 83, 0];[0, 37, 0];[0, 0, 0];[0, 20, 0];[0, 0, 0];[0, 9, 0];[0, 3, 0];[0, 36, 0];[0, 10, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 16];[0, 0, 1];[0, 0, 9];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 3, 0];[0, 13, 0];[0, 0, 13];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 18];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 5, 0];[0, 4, 0];[0, 0, 4];[0, 9, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 9, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 3, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];
